epoch,train_loss,train_acc,val_loss,val_acc,lr,epoch_time
0,2.1736695766448975,0.4086687306501548,1.7911069989204407,0.490234375,9.972883382072954e-05,19.72040629386902
1,1.2885018130879344,0.6741486068111455,1.5762378722429276,0.58984375,9.891830623632339e-05,18.599690437316895
2,0.913640472624037,0.8061145510835913,1.4543759375810623,0.634765625,9.757729755661011e-05,18.705386877059937
3,0.6770958561956146,0.8868034055727554,1.4345687925815582,0.642578125,9.572050015330873e-05,18.5989773273468
4,0.5570050382319792,0.9316950464396285,1.5039473474025726,0.6171875,9.336825748732972e-05,18.553892850875854
5,0.46617048463703675,0.9645897832817337,1.4021989777684212,0.662109375,9.05463412215599e-05,18.472554922103882
6,0.44300084423135827,0.9680727554179567,1.481336310505867,0.654296875,8.728566886113101e-05,18.53696608543396
7,0.40779777699046665,0.9791021671826625,1.450812079012394,0.6640625,8.362196501476347e-05,18.519023418426514
8,0.40245039521911996,0.9806501547987616,1.414150096476078,0.66796875,7.959536998847741e-05,18.50102162361145
9,0.39773694306244084,0.9829721362229102,1.5916028022766113,0.623046875,7.524999999999999e-05,18.505950927734375
10,0.3767484018096217,0.9897445820433437,1.5174413323402405,0.673828125,7.06334638322521e-05,18.51621651649475
11,0.37951618948100524,0.9883900928792569,1.625420205295086,0.630859375,6.579634122155988e-05,18.507442712783813
12,0.3812453728399159,0.9883900928792569,1.6614825576543808,0.63671875,6.079162869547907e-05,18.583330631256104
13,0.35959146861676816,0.9941950464396285,1.562104694545269,0.650390625,5.567415893174884e-05,18.55774712562561
14,0.35437330162083663,0.9957430340557275,1.5865261405706406,0.654296875,5.05e-05,18.5993230342865
15,0.3599451680978139,0.9943885448916409,1.5683562755584717,0.65234375,4.532584106825115e-05,18.49423336982727
16,0.3527185589443018,0.996517027863777,1.6000300198793411,0.65234375,4.0208371304520894e-05,18.587696075439453
17,0.3491251126483635,0.9978715170278638,1.5841380059719086,0.66015625,3.520365877844009e-05,18.532306671142578
18,0.3488145018065417,0.9972910216718266,1.6044266521930695,0.6640625,3.036653616774789e-05,18.572970151901245
19,0.34412425020594656,0.9994195046439629,1.5763341635465622,0.66015625,2.5750000000000002e-05,18.68380379676819
20,0.34363659002162794,0.9988390092879257,1.5836328268051147,0.662109375,2.140463001152258e-05,18.62197732925415
21,0.3443254758546382,0.9990325077399381,1.5798164159059525,0.66015625,1.737803498523653e-05,18.512001037597656
22,0.34352008906411535,0.9986455108359134,1.6162640899419785,0.658203125,1.3714331138868993e-05,18.583552598953247
23,0.342705570621255,0.9994195046439629,1.612236425280571,0.662109375,1.0453658778440105e-05,18.570500135421753
24,0.3420456909103158,0.9996130030959752,1.5963935926556587,0.66015625,7.631742512670283e-06,18.57254433631897
25,0.34194388764875905,0.9996130030959752,1.604122519493103,0.65625,5.2794998466912506e-06,18.497140884399414
26,0.34205248915118935,0.9998065015479877,1.6088875979185104,0.65625,3.4227024433898994e-06,18.606953382492065
27,0.3418302907619947,0.9998065015479877,1.6101804971694946,0.654296875,2.0816937636766182e-06,18.56820273399353
28,0.34225511035801454,0.9990325077399381,1.6063590943813324,0.662109375,1.2711661792704665e-06,18.761811017990112
29,0.3420924382445253,0.9994195046439629,1.6045163497328758,0.662109375,1e-06,18.482605695724487
